File.Number,Hospital.Name.x,Profile.Page,Discharges,X..of.Discharges,LOS,X..of.LOS,Avg..LOS,Charges,X..of.Charges,Avg.Charges,Discharges_0_24_female,Discharges_0_24_male,Discharges_25_54_female,Discharges_25_54_male,Discharges_55_female,Discharges_55_male,county.x,drop,Discharges_0_24_female_fw,Discharges_25_54_female_fw,Discharges_55_female_fw,Discharges_0_24_male_fw,Discharges_25_54_male_fw,Discharges_55_male_fw,Discharges_0_24_female_cw,Discharges_25_54_female_cw,Discharges_55_female_cw,Discharges_0_24_male_cw,Discharges_25_54_male_cw,Discharges_55_male_cw,WTP,prob,match,rpt_rec_num,Provider.CCN,Hospital.Name.y,Street.Address,City,State.Code,Zip.Code,County,Medicare.CBSA.Number,Rural.Versus.Urban,CCN.Facility.Type,Provider.Type,Type.of.Control,Fiscal.Year.Begin.Date,Fiscal.Year.End.Date,FTE...Employees.on.Payroll,Number.of.Interns.and.Residents..FTE.,Total.Days.Title.V,Total.Days.Title.XVIII,Total.Days.Title.XIX,Total.Days..V...XVIII...XIX...Unknown.,Number.of.Beds,Total.Bed.Days.Available,Total.Discharges.Title.V,Total.Discharges.Title.XVIII,Total.Discharges.Title.XIX,Total.Discharges..V...XVIII...XIX...Unknown.,Total.Days.Title.V...Total.for.all.Subproviders,Total.Days.Title.XVIII...Total.for.all.Subproviders,Total.Days.Title.XIX...Total.for.all.Subproviders,Total.Days..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Number.of.Beds...Total.for.all.Subproviders,Total.Bed.Days.Available...Total.for.all.Subproviders,Total.Discharges.Title.V...Total.for.all.Subproviders,Total.Discharges.Title.XVIII...Total.for.all.Subproviders,Total.Discharges.Title.XIX...Total.for.all.Subproviders,Total.Discharges..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Hospital.Total.Days.Title.V.For.Adults...Peds,Hospital.Total.Days.Title.XVIII.For.Adults...Peds,Hospital.Total.Days.Title.XIX.For.Adults...Peds,Hospital.Total.Days..V...XVIII...XIX...Unknown..For.Adults...Peds,Hospital.Number.of.Beds.For.Adults...Peds,Hospital.Total.Bed.Days.Available.For.Adults...Peds,Hospital.Total.Discharges.Title.V.For.Adults...Peds,Hospital.Total.Discharges.Title.XVIII.For.Adults...Peds,Hospital.Total.Discharges.Title.XIX.For.Adults...Peds,Hospital.Total.Discharges..V...XVIII...XIX...Unknown..For.Adults...Peds,Cost.of.Charity.Care,Total.Bad.Debt.Expense,Cost.of.Uncompensated.Care,Total.Unreimbursed.and.Uncompensated.Care,Total.Salaries.From.Worksheet.A,Overhead.Non.Salary.Costs,Depreciation.Cost,Total.Costs,Inpatient.Total.Charges,Outpatient.Total.Charges,Combined.Outpatient...Inpatient.Total.Charges,Wage.Related.Costs..Core.,Wage.Related.Costs..RHC.FQHC.,Total.Salaries..adjusted.,Contract.Labor,Wage.Related.Costs.for.Part...A.Teaching.Physicians,Wage.Related.Costs.for.Interns.and.Residents,Cash.on.Hand.and.in.Banks,Temporary.Investments,Notes.Receivable,Accounts.Receivable,Less..Allowances.for.Uncollectible.Notes.and.Accounts.Receivable,Inventory,Prepaid.Expenses,Other.Current.Assets,Total.Current.Assets,Land,Land.Improvements,Buildings,Leasehold.Improvements,Fixed.Equipment,Major.Movable.Equipment,Minor.Equipment.Depreciable,Health.Information.Technology.Designated.Assets,Total.Fixed.Assets,Investments,Other.Assets,Total.Other.Assets,Total.Assets,Accounts.Payable,Salaries..Wages..and.Fees.Payable,Payroll.Taxes.Payable,Notes.and.Loans.Payable..Short.Term.,Deferred.Income,Other.Current.Liabilities,Total.Current.Liabilities,Mortgage.Payable,Notes.Payable,Unsecured.Loans,Other.Long.Term.Liabilities,Total.Long.Term.Liabilities,Total.Liabilities,General.Fund.Balance,Total.Fund.Balances,Total.Liabilities.and.Fund.Balances,DRG.Amounts.Other.Than.Outlier.Payments,DRG.amounts.before.October.1,DRG.amounts.after.October.1,Outlier.payments.for.discharges,Disproportionate.Share.Adjustment,Allowable.DSH.Percentage,Managed.Care.Simulated.Payments,Total.IME.Payment,Inpatient.Revenue,Outpatient.Revenue,Gross.Revenue,Less.Contractual.Allowance.and.discounts.on.patients..accounts,Net.Patient.Revenue,Less.Total.Operating.Expense,Net.Income.from.Service.to.Patients,Total.Other.Income,Total.Income,Total.Other.Expenses,Net.Income,Cost.To.Charge.Ratio,Net.Revenue.from.Medicaid,Medicaid.Charges,Net.Revenue.from.Stand.Alone.SCHIP,Stand.Alone.SCHIP.Charges,Price,Wages,Beds,county.y,teach,short,long,nonprofit,profit,rural
100025,SACRED HEART HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9848,6901,1.07218487381902,27378,1.00947195745307,3.96725112302565,244539766,0.619544500942325,35435.4102304014,1394,1115,2220,614,740,818,escambia,0,0.201999710186929,0.321692508332126,0.107230836110709,0.161570786842487,0.0889726126648312,0.118533545862918,0.622599374720858,0.560323069156991,0.439691027926322,0.657817109144543,0.38112973308504,0.412714429868819,0.802346324968953,0.542279704245464,1,683488,100025,SACRED HEART HOSPITAL,5151 NORTH 9TH AVENUE,PENSACOLA,FL,32504-,ESCAMBIA,37860,U,STH,5,1,07/01/2018,06/30/2019,2757.66,54.48,,28546,12220,124370,561,198894,,6316,1032,24138,,28546,12220,124370,561,198894,,6316,1032,24138,,22578,7911,80517,419,148609,,6316,1032,24138,22683163,8943003,34594780,61780472,216050997,445992384,18671105,564229432,1118045783,1442374910,2560420693,34924938,,218587458,3665030,44443,,869829,,,291593562,-179529164,14840917,287390,,242649432,13609712,20803328,299783179,1859795,73676070,179862623,,,255414965,2416946,4626240,7043186,505107583,17007800,14724493,,,,31764996,186676482,66935943,,,518077,67454020,254130502,250977081,250977081,505107583,,13357160,44818164,800223,3320357,0.2283,27238544,1836362,1133819179,1747744027,2881563206,2140042772,741520434,799055806,-57535372,50872864,-6662508,,-6662508,0.220366,39907432,436787845,5114938,27127212,11.6900561225258,6.41348021449193,6.3297209055227,escambia,0.0197558799852049,0,0,0,0,FALSE
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9849,1786,0.277484739116182,7960,0.293498311831632,4.4568868980963,121360301,0.307467813301397,67950.8964165733,48,60,381,374,432,491,bay,0,0.0268756998880179,0.213325867861142,0.241881298992161,0.0335946248600224,0.209406494960806,0.27491601343785,0.0808080808080808,0.293754818812645,0.59504132231405,0.130434782608696,0.535816618911175,0.623888182973316,0.729352671702414,0.496868883177645,1,720383,100026,BAY COUNTY HEALTH SYSTEM LLC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,BAY,37460,U,STH,5,4,01/01/2018,12/31/2018,1180.31,,,27135,2950,59970,293,106945,,4766,339,11247,,27135,2950,59970,293,106945,,4766,339,11247,,22217,2351,48841,236,86140,,4766,339,11247,7762487,89510056,21271467,21271467,96577663,154140313,7074576,195046612,729793422,601030989,1330824411,14323305,,96252089,5216947,30426,,3400,,,140738730,-127888885,6639645,1911191,,26482678,49757,13128,101746090,,1413102,45870757,,,83074616,,300745,300745,109858039,30060651,591858,6228395,,194332,5955962,-3253878,,13741514,,288642457,302383971,299130093,-189272054,-189272054,109858039,,41712951,2116228,926498,932466,0.0851,10189895,,729697498,635514701,1365212199,1170710132,194502067,250717976,-56215909,5014634,-51201275,,-51201275,0.146561,11634022,84031248,,,11.70671900524,3.96316531482508,5.68017260901707,bay,0,0,0,0,1,FALSE
100028,PARRISH MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9851,1105,0.171680087751053,3862,0.142398301544443,3.49502262443439,33079971,0.0838085128632273,29936.6253393665,153,112,321,119,180,220,brevard,0,0.138461538461538,0.290497737556561,0.16289592760181,0.101357466063348,0.107692307692308,0.199095022624434,0.0927835051546392,0.0703176341730559,0.0563733166301284,0.0860215053763441,0.0571565802113353,0.0645729380686821,0.0728605861009772,0.0701874406099939,1,684270,100028,PARRISH MEDICAL CENTER,951 N. WASHINGTON AVE,TITUSVILLE,FL,32799,BREVARD,37340,U,STH,1,2,10/01/2017,09/30/2018,815.84,,,11212,1183,28902,210,76650,,2380,248,6641,,11212,1183,28902,210,76650,,2380,248,6641,,10196,942,25279,202,73730,,2380,248,6641,2957173,18223564,6651555,11517066,45027231,103442629,8618719,125192794,231649861,393161910,624811771,10638328,,45027231,1934718,,,66526185,,,17528977,,2433781,5987317,,92476260,9201346,5785878,136736460,,74995314,,,,68871006,15824412,41186680,57011092,218358358,15806830,6157681,641194,,1514637,3173955,27294297,,,,91008700,91008700,118302997,38135108,100055361,218358358,,,18962092,318097,335155,0.0707,5969063,,231649860,393161910,624811770,493376255,131435515,148469860,-17034345,5981539,-11052806,,-11052806,0.200369,11004838,79205612,,,11.4519431607998,6.83219297005078,5.34710753071747,brevard,0,1,0,1,0,FALSE
100029,NORTH SHORE MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9852,1591,0.247188253042466,5235,0.193023073170678,3.29038340666248,95043747,0.24079450048547,59738.3702074167,210,172,617,230,159,203,miami-dade,0,0.131992457573853,0.387806411062225,0.0999371464487744,0.108108108108108,0.144563167818982,0.127592708988058,0.026589009875918,0.0266949335871587,0.015412950756107,0.0223231667748215,0.0205137352836247,0.0165795491669389,0.0231727174519604,0.0228966169382981,1,689385,100029,NORTH SHORE MEDICAL CENTER AND FMC C,1100 N.W. 95 ST,MIAMI,FL,33150-2098,DADE,33124,U,STH,5,4,06/01/2018,05/31/2019,1425.1,1.92,,23325,11478,108412,748,273020,,4399,1617,23084,,23325,11478,108412,748,273020,,4399,1617,23084,,18176,6647,79860,660,240900,,4399,1617,23084,26418311,41286430,31277669,62099121,115241805,195553397,12707773,276929677,1961659971,1058294063,3019954034,25608384,,115241805,812900,,113,104531,-395880,289035,213151352,-161367781,4802958,1157064,14542767,72284046,10130100,3732139,98439673,4958436,21309032,118925734,,19890929,130052634,,39256484,39256484,241593164,12571129,1813563,5154944,3073963,,10822340,33435939,1777982,,,1272006,3049988,36485927,205107237,205107237,241593164,,11339222,24766707,1121656,3115040,0.3451,45114352,,1972072533,1061158265,3033230798,2740497194,292733604,310817766,-18084162,7930971,-10153191,,-10153191,0.0917,39435199,711534096,288200,6003027,11.7859991425418,4.36390896072493,6.61740297797448,dade,0.00134727387551751,0,0,0,1,FALSE
100032,BAYFRONT HEALTH ST PETERSBURG,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9854,5293,0.822355388657307,15950,0.588102773079715,3.01341394294351,312604756,0.791987989177259,59060.0332514642,940,820,2108,473,516,435,pinellas,0,0.177593047421122,0.398261855280559,0.097487247307765,0.154921594558851,0.0893633100321179,0.0821840166257321,0.311774461028192,0.227891891891892,0.0984357115604731,0.313455657492355,0.107110507246377,0.0846632931101596,0.255118448331259,0.220816620104666,1,716119,100032,BAYFRONT HEALTH ST. PETERSBURG,701 SIXTH STREET SOUTH,ST PETERSBURG,FL,33701,PINELLAS,45300,U,STH,3,4,10/01/2017,09/30/2018,1100.3,41,,15969,8293,71050,337,128721,,3072,3327,15135,,19167,8339,76909,358,135958,,3351,3348,15611,,11864,2201,49760,297,110236,,3072,3327,15135,14758074,71201261,23595391,42241208,84755431,159624295,13971310,226809541,1419220044,553104026,1972324070,15338448,,84755431,3871597,,118160,-2573591,,,144120914,-98903318,10007953,2098488,1583345,56333791,35801678,2267919,110553094,44730868,3487792,46346597,12175803,,188557136,,9275110,9275110,254166037,12988366,7064867,855301,281866,,7425651,147268912,,41693215,,39883441,81576656,228845568,25320469,25320469,254166037,,,28819647,1168235,1407119,0.1953,20671872,1699523,1419220044,553281324,1972501368,1758189060,214312308,244379726,-30067418,2301637,-27765781,,-27765781,0.114996,21294661,303067812,19361,647862,11.7468372312635,6.11491367577228,5.82008293035236,pinellas,0.0372625647550668,0,0,0,1,FALSE
100034,MOUNT SINAI MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9855,6564,1.01982633121983,25531,0.94137002504691,3.88954905545399,285605007,0.723583793436869,43510.8176416819,742,707,2157,890,847,1221,miami-dade,0,0.113040828762949,0.328610603290676,0.12903717245582,0.107708714198659,0.135588056063376,0.186014625228519,0.0939478348949101,0.0933241033184788,0.0821054672353626,0.0917585983127839,0.0793792365322868,0.0997223129696178,0.0955231962912122,0.0910777740333806,1,685711,100034,MT. SINAI MEDICAL CENTER,4300 ALTON ROAD,MIAMI BEACH,FL,33140,DADE,33124,U,STH,1,2,01/01/2018,12/31/2018,3962.04,153.94,,25807,5830,102736,473,172645,,4763,1089,22517,,35069,5993,124187,589,214985,,5719,1124,25501,,20682,1843,77345,401,146365,,4763,1089,22517,14011300,58771656,29706114,29706114,263587448,332102290,34131687,395266213,1377660112,1098128095,2475788207,28103997,,258532358,2584396,334490,1521455,186919742,,,71559298,,10801722,8229890,2751900,286603209,,,452245725,,,,,,452245725,24194959,1089458,25284417,764133351,45885586,28456197,,16985130,,33472658,124799571,,302972879,,73172490,376145369,500944940,263188411,263188411,764133351,,36666855,11090733,980629,1946121,0.163,60208795,7274770,1386282029,1119834347,2506116376,1919263163,586853213,595689738,-8836525,109152194,100315669,71882686,28432983,0.159653,22371876,216869653,,,11.4955271852247,7.01740356949138,6.15909538849193,dade,0.0388537218200725,1,0,1,0,FALSE
100035,MANATEE MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9856,3127,0.485831343346193,11318,0.4173133031797,3.61944355612408,195893948,0.496299723502973,62645.9699392389,430,267,868,359,587,616,manatee,0,0.137511992324912,0.277582347297729,0.187719859290054,0.0853853533738407,0.114806523824752,0.196993923888711,0.38843721770551,0.396709323583181,0.390812250332889,0.333333333333333,0.297678275290216,0.413700470114171,0.481306248822356,0.381031172960822,1,712049,100035,MANATEE MEMORIAL HOSPITAL,206 SECOND STREET EAST,BRADENTON,FL,34208-,MANATEE,35840,U,STH,5,4,01/01/2018,12/31/2018,1474.73,44.06,,24677,14044,79866,295,107675,,4869,1247,18448,,24677,14044,79866,295,107675,,4869,1247,18448,,23189,12355,68957,254,92710,,4869,1247,18448,18681987,38850541,26352863,45138282,84906216,196413974,12836600,226420809,1331790586,909287732,2241078318,24049565,,86554518,348947,,815683,-551948,,,116540574,-79658090,9205107,1680002,,47965609,3202531,3020900,113973369,,17902075,129593238,,,119161737,,29315729,29315729,196443075,13442784,8487906,,,,4653390,26584080,,,22957517,3836266,26793783,53377863,143065212,143065212,196443075,,36043143,11896981,730117,2238804,0.1868,37596025,3748534,1331790586,909287731,2241078317,1952879386,288198931,279342964,8855967,2684255,11540222,,11540222,0.101032,17597462,314334421,12799,252904,11.7075117359907,6.13144164224774,5.68697535633982,manatee,0.0298766553877659,0,0,0,1,FALSE
100038,MEMORIAL REGIONAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9857,11590,1.80069883894543,57690,2.12712532783503,4.97756686798965,809527447,2.05094773072912,69847.0618636756,2352,2162,3650,1210,1060,1156,broward,0,0.202933563416739,0.314926660914582,0.091458153580673,0.186540120793788,0.104400345125108,0.0997411561691113,0.272790535838553,0.171297165383893,0.124296435272045,0.273878895363567,0.129800472001716,0.11839410077837,0.222737828273861,0.197121703082809,1,688248,100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON STREET,HOLLYWOOD,FL,33021,BROWARD,22744,U,STH,1,11,05/01/2018,04/30/2019,7494.94,16.64,,29114,17585,194862,870,317550,,4397,2220,30148,,74889,19765,300120,1013,369745,,5697,2220,34868,,24731,7061,127871,694,253310,,4397,2220,30148,63514995,141450075,96903420,96903420,999402039,1083956349,61084737,923158911,3495566356,2667865230,6163431586,83622065,,675173571,1910616,853286,268844,370846275,1745951687,,799670446,-641926100,25102246,21506870,740284,2356460031,30878588,29849337,801565660,,2332358,520865240,,,515023285,228464378,164322887,392787265,3264270581,51885776,162628385,,161182126,-1962853,39666609,1637940200,690315163,,,261261637,951576800,2589517000,674753581,674753581,3264270581,,20289835,28244204,6700824,5252597,0.4329,48396316,504900,3543858326,3136270213,6680128539,5590398100,1089730439,2083358388,-993627949,226397265,-767230684,,-767230684,0.14978,35363026,314668224,6356725,28009926,12.1630782845436,8.44765352720673,6.76849321164863,broward,0.00222016453767475,1,0,0,0,FALSE
100039,BROWARD HEALTH MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9858,5276,0.819714156538059,28534,1.05209558163364,5.40826383623958,285739193,0.72392375531613,54158.3004169826,635,680,1572,863,647,879,broward,0,0.12035633055345,0.297952994692949,0.122630780894617,0.128885519332828,0.163570887035633,0.166603487490523,0.073648805381582,0.0737751079406796,0.0758677298311445,0.0861413731948315,0.0925767002789101,0.090024580090127,0.0849348574543932,0.0813929708705856,1,684028,100039,BROWARD HEALTH MEDICAL CENTER,1600 SOUTH ANDREWS AVENUE,FT. LAUDERDALE,FL,33316-,BROWARD,22744,U,STH,1,11,07/01/2018,06/30/2019,2867.6,104.41,,18364,19158,134220,572,208780,,3051,3014,22268,,22992,20121,150778,632,230680,,3511,3102,24589,,15083,9197,77372,339,123735,,3051,3014,22268,18298202,224137244,69144772,89641930,182073295,337603004,13374703,468877529,1341537036,732308833,2073845869,41799742,,182056243,1884922,34048,566641,9052,,,188749045,-110611686,17411945,,13611416,109169772,4602717,2102924,311467208,458238,15812150,1897840647,,,1904464901,18414523,6977608766,6996023289,9009657962,71430141,17166566,,,,6309022049,6397618756,135434991,1812982,,67651177,204899150,6602517906,2407140056,2407140056,9009657962,,7719462,26050063,2274152,2515830,0.298,26870483,2269684,1341527964,732317796,2073845760,1610255303,463590457,519676299,-56085842,81372671,25286829,,25286829,0.226091,83457532,485231939,990818,4496407,11.3426161081724,6.54841974542546,6.3491389913798,broward,0.0364102385269912,1,0,0,0,FALSE
100040,ST VINCENT'S MEDICAL CENTER RIVERSIDE,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9859,5004,0.777454442630108,17354,0.639870565769616,3.46802557953637,264130153,0.66917698704351,52783.8035571543,563,363,1687,644,850,897,duval,0,0.112509992006395,0.337130295763389,0.16986410871303,0.0725419664268585,0.128697042366107,0.179256594724221,0.117120865404618,0.118137254901961,0.146576996033799,0.096903363587827,0.111226252158895,0.143865276663994,0.133734491396892,0.125035935933543,1,683489,100040,ST. VINCENTS MEDICAL CENTER-RIVERSI,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,DUVAL,27260,U,STH,5,1,07/01/2018,06/30/2019,1988.77,31.55,,32027,15199,100077,479,174835,,7251,576,22120,,32027,15199,100077,479,174835,,7251,576,22120,,25313,12291,80806,418,152570,,7251,576,22120,19753281,34879722,32105930,35575174,119466063,338694759,15027432,400779385,1421707533,1224252431,2645959964,26978908,,119695675,2258085,32413,393021,3293915,,,189819863,-120736333,11475901,331075,203169,92923909,5907356,8232455,157148675,72023852,168112843,150867011,,,120735131,204432,8173008,8464836,222123876,16792707,9180411,1119448,4181833,,64341030,95615429,,238366763,,38117,238404880,334020309,-111896433,-111896433,222123876,,18917707,60245654,675324,1545665,0.0781,58636726,2619911,1464939431,1229099220,2694038651,2220121702,473916949,458160822,15756127,12812439,28568566,-259175,28827741,0.151468,24311897,192881887,,,11.710069806263,6.02834507720003,6.17170059741092,duval,0.0158640767911825,0,0,0,0,FALSE
100043,MEASE DUNEDIN HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9861,1235,0.19187774513353,4036,0.148813968159858,3.26801619433198,44209275,0.112004741252991,35796.983805668,195,119,257,187,248,229,pinellas,0,0.157894736842105,0.208097165991903,0.20080971659919,0.0963562753036437,0.151417004048583,0.185425101214575,0.0646766169154229,0.0277837837837838,0.0473101869515452,0.0454892966360856,0.0423460144927536,0.0445698715453484,0.0456451326038068,0.0445536280879733,1,693503,100043,MEASE HOSPITAL AND CLINIC,601 MAIN ST,DUNEDIN,FL,34698-5848,PINELLAS,45300,U,STH,2,2,01/01/2018,12/31/2018,600.27,,,9276,1804,28977,112,40880,,1894,202,6705,,9276,1804,28977,112,40880,,1894,202,6705,,8353,1561,26242,92,33580,,1894,202,6705,6729691,7185157,8474697,13078594,37433742,59330778,5098232,88610917,241954018,205381912,447335930,9498025,,37433742,123930,,,7963,,,32529216,-25225048,2059945,390749,,17281623,602263,705754,46063214,,26223257,19605583,689092,,28161840,770514,2163036,2933550,48377013,3069310,2405365,,,,,5474675,,,,,,5474675,42902338,42902338,48377013,,10710855,3509081,193908,297553,0.0837,,,247982047,208748431,456730478,363620949,93109529,96764520,-3654991,2047863,-1607128,,-1607128,0.198086,5159312,46382200,137515,447768,11.1289952154875,5.88260342144252,4.71849887129509,pinellas,0,0,1,1,0,FALSE
100044,MARTIN MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9862,2475,0.384532323243309,10172,0.375058395471277,4.10989898989899,145317463,0.368163577503954,58714.1264646465,202,176,753,375,417,552,martin,0,0.0816161616161616,0.304242424242424,0.168484848484848,0.0711111111111111,0.151515151515152,0.223030303030303,1,0.862542955326461,0.633738601823708,1,0.707547169811321,0.71042471042471,1.23567047932347,0.787575139860605,1,688665,100044,MARTIN MEDICAL CENTER,200 HOSPITAL AVENUE,STUART,FL,34995,MARTIN,38940,U,STH,1,2,10/01/2017,09/30/2018,3167.77,,,52021,3692,123046,521,190165,,11024,1060,26870,,52021,3692,123046,521,190165,,11024,1060,26870,,44314,2280,99516,447,163155,,11024,1060,26870,21108123,28978898,39952588,52273007,200965307,283613667,39313081,435527045,1500925355,1397998885,2898924240,53547522,,197362846,1850774,23455,,21055220,180172780,,147032802,-93079132,10474731,5293732,43940159,317700469,23061785,22419756,323714825,,78907744,344608454,,,369904594,,12151256,12151256,699756319,22284391,34019654,647111,7530000,,1368455,65849611,,298578975,,52001703,350580678,416430289,283326030,283326030,699756319,,,89934507,1279156,825149,0.0367,,,1500925356,1445769573,2946694929,2463518770,483176159,484578974,-1402815,33657272,32254457,4239745,28014712,0.150237,20377367,217138535,175119,2528179,11.6051843145619,7.14368327278279,6.25575004175337,martin,0,1,0,1,0,FALSE
100045,FLORIDA HOSPITAL DELAND,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9863,1245,0.193431411086028,4216,0.155450864658563,3.3863453815261,43672732,0.110645402971915,35078.4995983936,70,46,331,238,270,290,volusia,0,0.0562248995983936,0.265863453815261,0.216867469879518,0.0369477911646586,0.191164658634538,0.232931726907631,0.0678952473326867,0.100030220610456,0.12881679389313,0.0522133938706016,0.142259414225941,0.124090714591356,0.124058309476285,0.116376761945228,1,691411,100045,ADVENTHEALTH DELAND,701 WEST PLYMOUTH AVENUE,DELAND,FL,32720-0509,"",36740,U,STH,2,1,01/01/2018,12/31/2018,785.96,,,11751,1294,34262,154,56210,,2740,279,8436,,12316,1348,36684,164,59860,,2846,279,8940,,10171,1033,28886,130,47450,,2740,279,8436,6984214,9900725,10546263,21926039,66747617,89101675,10829641,128392365,344951831,401180034,746131865,10441655,,50570630,1391854,,,77915406,9187000,2777,13133016,-12243281,1711417,1426879,,100010162,5915832,1738218,80821660,,13819103,46149230,,,57417265,71393,2867159,2938552,160365979,8942602,4133308,,846226,,4716795,18638931,,25213202,,81963,25295165,43934096,116431883,116431883,160365979,,16004171,4963663,158663,426172,0.0813,,,345128694,441732287,786860981,624447426,162413555,155849292,6564263,254911,6819174,,6819174,0.172077,8106041,110675432,,,11.3852712783921,6.13629774468856,5.03695260241363,"",0,0,1,0,0,FALSE
100046,FLORIDA HOSPITAL ZEPHYRHILLS,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9864,1087,0.168883489036556,3533,0.130267529610698,3.25022999080037,60349104,0.15289519627657,55518.9549218031,87,41,255,212,232,260,pasco,0,0.0800367985280589,0.234590616375345,0.21343146274149,0.0377184912603496,0.195032198712052,0.239190432382705,0.0964523281596452,0.08972554539057,0.122881355932203,0.0554054054054054,0.0976958525345622,0.126643935703848,0.112744336736197,0.106430917058606,1,692939,100046,ADVENTHEALTH ZEPHYRHILLS,7050 GALL BOULEVARD,ZEPHYRHILLS,FL,33541,PASCO,45300,U,STH,4,1,01/01/2018,12/31/2018,795,,,10654,1096,34001,149,54385,,2841,190,8942,,10654,1096,34137,149,54385,,2841,190,8942,,9084,826,28052,135,49275,,2841,190,8942,5545323,7599108,7606624,17643838,58590208,94032423,10635002,136872199,515335341,480325551,995660892,10951816,,55884916,1881605,4744,,75077589,8464000,5485,4575553,-5255807,5633203,2273694,238479,111830298,22497244,2566820,83965291,,33401184,64984181,,,75908150,674178,4329930,5004108,192742556,4839955,5356656,,1671436,,9294912,21162959,,49800224,,,49800224,70963183,121779373,121779373,192742556,,17139388,6013640,91294,382025,0.066,,,514104766,493491141,1007595907,845649612,161946295,152622897,9323398,-220473,9102925,,9102925,0.137469,7704918,129062782,,,11.6323184835127,6.39533590096156,5.00394630594546,pasco,0,0,0,0,0,FALSE
100047,BAYFRONT HEALTH PUNTA GORDA,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9865,743,0.115437380270618,3003,0.110725556586733,4.04172274562584,46403951,0.117564979857088,62454.8465679677,46,0,176,152,172,171,charlotte,0,0.0619111709286676,0.236877523553163,0.231493943472409,0,0.204576043068641,0.230148048452221,0.164285714285714,0.177240684793555,0.199074074074074,0,0.253333333333333,0.186681222707424,0.216032613413362,0.193030147875081,1,715838,100047,BAYFRONT HEALTH PUNTA GORDA,809 EAST MARION AVENUE,PUNTA GORDA,FL,33950,CHARLOTTE,39460,U,STH,2,4,10/01/2017,09/30/2018,383.45,,,8183,737,16972,124,45260,,1798,192,3944,,15805,1983,30728,176,64240,,2349,354,5305,,7172,643,14802,114,41610,,1798,192,3944,2570531,16426238,4809840,6951401,25763069,41968411,3829606,60010303,372170252,221233895,593404147,4252587,,25680372,279050,,,-151372,,,32196827,-20401549,1470917,466361,24640,13605824,4085057,652499,28144239,4572473,1155488,6613835,2337981,,35162080,,2883792,2883792,51651696,2133271,1768977,225452,11247,,1273387,41778796,,9517356,,18896,9536252,51315048,336648,336648,51651696,,,15028211,190197,,,5934764,,372170252,221233895,593404147,526158045,67246102,67731480,-485378,1308975,823597,,823597,0.101129,2099541,41959288,,,11.6249812032891,5.80950692031344,4.82028156560504,charlotte,0,0,1,0,1,FALSE
100048,JAY HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9866,35,0.00543783083374376,137,0.005051415668459,3.91428571428571,638118,0.00161667979126272,18231.9428571429,0,0,0,0,0,0,santa rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,679027,100048,JAY HOSPITAL,14114 ALABAMA ST,JAY,FL,32565,SANTA ROSA,37860,U,STH,5,2,10/01/2017,09/30/2018,93.91,,,1647,34,3126,21,7665,,255,12,509,,1647,34,3126,21,7665,,255,12,509,,1318,34,2254,21,7665,,255,12,509,557022,3242658,1494545,1845708,5611294,6921739,443567,11258541,11972119,34382632,46354751,931115,,5611294,,,,66483,,,4006274,-3127675,131396,63515,,1142610,62193,176381,5773893,,818651,4555329,,1011359,2568337,,,,3710947,518018,366199,,,,905297,1789514,,10127121,,444333,10571454,12360968,-8650021,-8650021,3710947,,,1295749,1190,,,620853,,12145608,36636069,48781677,40472804,8308873,12533033,-4224160,521883,-3702277,507662,-4209939,0.242878,1163121,8212153,,,11.4704173124544,6.57848416392007,3.04452243772342,santa rosa,0,0,0,1,0,FALSE
