town,town_n,state,agent,id_fe,id_cluster,first,n,corp,boat,tons,blt,dyear,dep_mo,arr_mo,ayear,sp,wh,bn,capown,owners,agt_shr,grounds,lost,cap,capexp,capleft,capdied,idle,crew,pacific,atlantic,dcapexp,vesselage,logvesselage,prob,ny,voyagelength,sp_relprice,bn_relprice,output_nb,output_wb,lprod_wb,prod_wb,crewtons,spvoy,ownrs2,logowners
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,junior,377,36,41,9,3,44,1153,1600,16000,0,3,,pac,0,hathawayjs,2,0,0,,,1,FALSE,TRUE,5,1.79175946922806,0,FALSE,30,2.4472,1.0922,139281.0804,156756.2804,2.62900495493005,13.8599717418214,,FALSE,9,1.09861228866811
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,junior,377,36,44,6,5,47,400,2200,25000,1,4,,pac,0,tinkhams,1,0,0,3,,1,FALSE,TRUE,8,2.19722457733622,0,FALSE,35,2.7986,0.8611,104562.36,126089.86,2.2571568574112,9.55588177339902,,FALSE,16,1.38629436111989
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,junior,378,36,47,12,3,50,32,2518,29500,,4,,pac,0,tinkhams,2,0,0,7,,1,FALSE,TRUE,11,2.484906649788,0,FALSE,27,2.4582,0.6599,81794.8656,101261.9156,2.29473460135881,9.92180242994317,,FALSE,16,1.38629436111989
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,mtvernon,352,20,40,12,8,43,305,2947,24000,0,5,,ind,0,shearmanet,1,0,0,,,0,FALSE,TRUE,20,3.04452243772342,0,FALSE,32,1.8529,0.9444,110632.23675,133297.83675,2.47097419920519,11.8339698819247,,FALSE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,mtvernon,352,20,43,11,5,46,270,2230,20000,,5,,np,0,covellga,0,0,0,3,,1,FALSE,FALSE,23,3.17805383034795,0,FALSE,30,2.6037,1.0074,92389.4685,112537.4685,2.36621294124974,10.6569572443182,,FALSE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,mtvernon,352,20,46,8,7,49,140,3140,32000,,5,,np,0,covellga,1,0,0,3,,1,FALSE,TRUE,26,3.29583686600433,0,FALSE,35,2.7287,0.5842,110943.567,129637.967,2.35352173815671,10.5225622564935,,FALSE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,sallyanne,311,4,36,6,4,38,106,2183,0,,3,,ind,0,colth,3,0,0,,,0,FALSE,TRUE,32,3.49650756146648,0,FALSE,22,2.6875,0.625,77738.0625,77738.0625,2.43026491573843,11.3618916252558,,FALSE,9,1.09861228866811
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,sallyanne,311,4,38,6,5,40,292,1976,0,,3,,atl,0,bordenre,0,0,0,2,,0,TRUE,FALSE,34,3.55534806148941,0,FALSE,23,3.3333,0.6333,92903.6934,92903.6934,2.56403155263093,12.9880740109045,,FALSE,9,1.09861228866811
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,sallyanne,311,4,40,6,7,42,276,1461,0,,3,,ind,0,bordenre,1,0,0,1,,0,FALSE,TRUE,36,3.61091791264422,0,FALSE,25,2.1471,0.6765,64688.3874,64688.3874,2.11866824356117,8.32004982636656,,FALSE,9,1.09861228866811
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,sallyanne,311,4,42,9,6,44,100,1600,12800,,3,,ind,0,bordenre,2,1,0,2,,0,FALSE,TRUE,38,3.66356164612965,1,FALSE,21,2.4472,1.0922,58108.68,72088.84,2.40133917636914,11.0379482468228,,FALSE,9,1.09861228866811
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,twobrothers,288,16,37,6,8,38,78,933,0,0,5,,atl,0,easthamhf,1,0,0,,,0,TRUE,TRUE,21,3.09104245335832,0,FALSE,14,2.6875,0.625,35992.6875,35992.6875,2.18905326205437,8.9267578125,,FALSE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,twobrothers,288,16,39,10,5,40,600,212,0,,5,,atl,0,howlandic,0,0,0,,,0,TRUE,FALSE,23,3.17805383034795,0,FALSE,7,3.3333,0.6333,69677.37,69677.37,3.54276023765036,34.5621875,,TRUE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,twobrothers,288,16,40,6,9,41,268,1664,0,,5,,ind,0,shockleyha,0,0,0,1,,0,FALSE,FALSE,24,3.2188758248682,0,FALSE,15,2.9375,0.625,77214.375,77214.375,2.88333024210399,17.8736979166667,,FALSE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,twobrothers,288,16,41,11,2,44,1250,800,6400,,5,,ind,0,tinkhams,0,0,0,2,,0,FALSE,FALSE,25,3.25809653802148,0,FALSE,27,2.4472,1.0922,121558.5,128548.58,2.80526482020726,16.5314531893004,,TRUE,25,1.6094379124341
newbedford,418,ma,drgreene,drgreene,drgreene,31,3,0,twobrothers,288,16,47,9,3,51,941,903,16500,,5,,ind,0,jenneyih,1,0,0,,,0,FALSE,TRUE,31,3.46573590279973,0,FALSE,42,2.8083,0.7599,111686.72445,124225.07445,2.32922021736679,10.2699300967262,,TRUE,25,1.6094379124341
newbedford,418,ma,ecjones,ecjones,ecjones,39,14,0,congress,339,23,49,5,6,51,1102,1149,9000,,6,,ind,0,mendallnh,0,0,0,,,0,FALSE,FALSE,26,3.29583686600433,0,FALSE,25,2.8083,0.7599,133678.0179,140517.1179,2.80820866367312,16.5801909026549,,FALSE,36,1.79175946922806
newbedford,418,ma,ecjones,ecjones,ecjones,39,14,0,gov troup,430,33,47,8,5,50,492,3161,52700,0,7,,np,0,coggeshallf,0,0,0,,,1,FALSE,FALSE,14,2.70805020110221,0,FALSE,33,2.4582,0.6599,137668.6836,172445.4136,2.49754325232229,12.1526013812544,,FALSE,49,1.94591014905531
newbedford,418,ma,ecjones,ecjones,ecjones,39,14,0,iris,311,9,47,6,1,50,1541,324,1300,,3,,ind,0,weeksw,2,0,0,,,0,FALSE,TRUE,38,3.66356164612965,0,FALSE,31,2.4582,0.6599,129530.7153,130388.5853,2.60449427193586,13.5243839124572,,TRUE,9,1.09861228866811
newbedford,418,ma,ecjones,ecjones,ecjones,39,14,0,milo,398,11,49,8,7,51,331,2826,32400,,4,,ind,0,soulegh,0,0,0,,,0,FALSE,FALSE,38,3.66356164612965,0,FALSE,23,2.8083,0.7599,118299.73995,142920.49995,2.74809758902847,15.6129014583789,,FALSE,16,1.38629436111989
newbedford,418,ma,ecjones,ecjones,ecjones,39,14,0,roman,374,35,47,11,8,51,2335,52,0,0,5,,pac,0,wilbers,3,0,0,,,1,FALSE,TRUE,12,2.56494935746154,0,FALSE,45,2.8083,0.7599,208195.48575,208195.48575,2.51531446546643,12.3704982620321,,TRUE,25,1.6094379124341
newbedford,418,ma,edunbar,edunbar,edunbar,35,0,0,florida,329,27,36,5,4,38,604,1583,0,1,4,,atl,0,maxfieldr,3,0,0,,,0,TRUE,TRUE,9,2.30258509299405,0,FALSE,23,2.6875,0.625,100996.875,100996.875,2.59129288805615,13.3470166512488,,FALSE,16,1.38629436111989
newbedford,418,ma,edunbar,edunbar,edunbar,35,0,0,florida,329,27,38,7,2,40,539,2250,0,,4,,atl,0,maxfielde,5,0,0,3,,0,TRUE,TRUE,11,2.484906649788,0,FALSE,19,3.3333,0.6333,127469.43405,127469.43405,3.01513515196709,20.3918467525196,,FALSE,16,1.38629436111989
newbedford,418,ma,edunbar,edunbar,edunbar,35,0,0,roman,374,35,35,11,4,39,2993,0,0,0,7,,pac,0,joyrm,6,0,0,,,1,FALSE,TRUE,0,0,0,FALSE,41,2.9167,0.5,274985.01765,274985.01765,2.88664402977298,17.933025802139,,TRUE,49,1.94591014905531
newbedford,418,ma,ewhowland,ewhowland,ewhowland,43,0,0,lucas,281,28,43,7,,,,,,,6,,ind,1,bordenp,0,0,0,,,0,FALSE,FALSE,15,2.77258872223978,0,FALSE,,0,0,,,,,,,36,1.79175946922806
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,32,8,12,35,1880,17,0,0,2,0.5,pac,0,shepherdj,0,0,0,,22,1,FALSE,FALSE,27,3.3322045101752,0,FALSE,40,2.1538,0.5385,128083.536,128083.536,2.71970036744467,15.1757744075829,0.104265402843602,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,36,5,4,37,131,1406,12230,0,2,0.5,atl,0,baileyjajr,0,0,0,5,,0,TRUE,FALSE,31,3.46573590279973,0,FALSE,11,2.3571,0.5714,54015.57315,61003.79515,3.26893795051947,26.2834102326583,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,37,7,4,38,69,1446,0,0,2,0.5,ind,0,baileyjajr,1,0,0,3,,0,FALSE,TRUE,32,3.49650756146648,0,FALSE,9,2.6875,0.625,51390.28125,51390.28125,3.29812164201365,27.061759478673,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,38,8,8,41,1900,0,0,0,2,0.5,pac,0,dorninjb,1,0,0,4,,1,FALSE,TRUE,33,3.52636052461616,0,FALSE,36,2.9375,0.625,175809.375,175809.375,3.14177851852422,23.1449940758294,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,41,10,6,45,1700,0,0,0,2,0.5,pac,0,taberpjr,0,0,0,2,24,1,FALSE,FALSE,36,3.61091791264422,0,FALSE,44,2.6667,1.0303,142801.785,142801.785,2.73316506141517,15.3814934295562,0.113744075829384,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,annalexander,211,5,45,11,11,49,1243,12,0,0,2,0.5,pac,0,satwellif,0,0,0,5,27,1,FALSE,FALSE,40,3.71357206670431,0,FALSE,48,2.7287,0.5842,107218.88415,107218.88415,2.35956852583653,10.5863827162322,0.127962085308057,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,corinthian,401,23,35,11,2,39,3025,0,0,0,3,0.5,pac,0,crowelll,0,0,0,,,1,FALSE,FALSE,12,2.56494935746154,0,FALSE,39,2.9167,0.5,277925.05125,277925.05125,2.87758368306785,17.7712802129292,,TRUE,9,1.09861228866811
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,corinthian,401,23,39,6,8,43,2600,100,0,0,4,0.5,pac,0,paddackjjr,2,0,0,4,,1,FALSE,TRUE,16,2.83321334405622,0,FALSE,50,1.8529,0.9444,154902.51,154902.51,2.04456679754154,7.72581097256858,,TRUE,16,1.38629436111989
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,corinthian,401,23,43,11,5,47,2700,0,0,0,3,0.5,pac,0,munkleyj,0,0,0,3,,1,FALSE,FALSE,20,3.04452243772342,0,FALSE,42,2.7986,0.8611,238020.93,238020.93,2.64848284437355,14.1325810473815,,TRUE,9,1.09861228866811
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,cortes,382,20,30,12,4,34,2470,0,0,,3,0.5625,pac,0,holwayd,0,0,0,,,1,FALSE,FALSE,10,2.39789527279837,0,FALSE,40,2.6363,0.7636,205117.3215,205117.3215,2.59703733169884,13.4239084751309,,TRUE,9,1.09861228866811
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,cortes,382,20,34,7,11,37,2320,0,0,,3,0.5625,pac,0,bunkera,0,0,0,3,,1,FALSE,FALSE,14,2.70805020110221,0,FALSE,40,2.3571,0.5714,172256.868,172256.868,2.42244199763918,11.2733552356021,,TRUE,9,1.09861228866811
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,cortes,382,20,38,4,4,42,2230,0,0,,3,0.5625,pac,0,gardnere,3,0,0,5,,1,FALSE,TRUE,18,2.94443897916644,0,FALSE,48,2.1471,0.6765,150823.0395,150823.0395,2.10724088520181,8.22551480693717,,TRUE,9,1.09861228866811
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geo&susan,356,10,30,1,7,33,2150,0,0,0,2,0.666666686534882,pac,0,gardnere,1,0,0,,,1,FALSE,TRUE,20,3.04452243772342,0,FALSE,42,3.2692,0.5,221406.57,221406.57,2.69515562447773,14.8078230337079,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geo&susan,356,10,33,10,6,37,2402,0,0,0,2,0.666666686534882,pac,0,gardnere,2,0,0,3,,1,FALSE,TRUE,23,3.17805383034795,0,FALSE,44,2.3571,0.5714,178345.2573,178345.2573,2.43235623356897,11.3856778153728,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geo&susan,356,10,37,11,5,41,2906,0,0,0,2,0.666666686534882,pac,0,cushmanac,0,1,0,5,,1,FALSE,FALSE,27,3.3322045101752,1,FALSE,42,2.9375,0.625,268895.8125,268895.8125,2.88947892029669,17.9839360955056,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geo&susan,356,10,41,10,7,45,1608,0,0,,2,,pac,0,howlanda,0,0,0,5,,1,FALSE,FALSE,31,3.46573590279973,0,FALSE,45,2.6667,1.0303,135073.6884,135073.6884,2.13198252788175,8.43156606741573,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geo&susan,356,10,45,10,7,48,150,2600,12000,,2,,np,0,taberpjr,1,0,0,3,,1,FALSE,TRUE,35,3.58351893845611,0,FALSE,33,3.0303,0.7575,96218.1675,105308.1675,2.19320796689818,8.9639230081716,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geohowland,373,34,34,12,1,38,2833,0,0,0,1,,pac,0,taberjjr,1,0,0,,,1,FALSE,TRUE,0,0,0,FALSE,37,2.6875,0.625,239831.15625,239831.15625,2.85519410682785,17.3778100318817,,TRUE,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geohowland,373,34,38,3,10,41,1994,27,0,0,1,,pac,0,weekss,0,0,0,2,,1,FALSE,FALSE,4,1.6094379124341,0,FALSE,43,2.9375,0.625,185357.8125,185357.8125,2.44726482233973,11.556693840015,,TRUE,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,geohowland,373,34,42,5,11,45,2500,0,0,0,2,,pac,0,cushmanac,1,0,0,7,,1,FALSE,TRUE,8,2.19722457733622,0,FALSE,42,2.6667,1.0303,210002.625,210002.625,2.5956272716943,13.4049932975871,,TRUE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,golconda,330,7,36,5,3,39,1509,4,0,0,4,0.5,pac,0,adamsh,0,0,0,,,1,FALSE,FALSE,29,3.40119738166216,0,FALSE,34,2.9167,0.5,138766.95945,138766.95945,2.51509807533275,12.367821697861,,TRUE,16,1.38629436111989
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,golconda,330,7,39,12,6,43,1288,0,0,,4,0.5,pac,0,howlandejr,0,0,0,9,,1,FALSE,FALSE,32,3.49650756146648,0,FALSE,42,1.8529,0.9444,75175.8588,75175.8588,1.69082315905822,5.42394363636364,,TRUE,16,1.38629436111989
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,golconda,330,7,43,9,6,47,1400,200,0,,4,0.5,pac,0,howlandejr,1,0,0,3,,1,FALSE,TRUE,36,3.61091791264422,0,FALSE,45,2.7986,0.8611,129718.26,129718.26,2.16736500259443,8.73523636363636,,TRUE,16,1.38629436111989
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,hope,316,22,32,9,7,35,2712,0,0,,1,,pac,0,smithcg,0,0,0,,,1,FALSE,FALSE,10,2.39789527279837,0,FALSE,34,2.1538,0.5385,183994.8264,183994.8264,2.84056018060144,17.1253561429635,,TRUE,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,hope,316,22,36,7,11,39,1940,50,0,0,1,,pac,0,giffordaa,0,0,0,,,1,FALSE,FALSE,14,2.70805020110221,0,FALSE,40,2.9167,0.5,179814.537,179814.537,2.65505958099604,14.2258336234177,,TRUE,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,hope,316,22,40,4,10,43,1786,30,0,,1,,pac,0,stewartgw,0,0,0,5,,1,FALSE,FALSE,18,2.94443897916644,0,FALSE,42,1.8529,0.9444,105187.3011,105187.3011,2.070086028152,7.92550490506329,,TRUE,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,hope,316,22,43,12,,,,,,,1,,pac,1,tuckera,0,0,0,2,,1,FALSE,FALSE,21,3.09104245335832,0,FALSE,,0,0,,,,,,,1,0
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,33,6,3,35,50,1450,0,0,2,,atl,0,hillmanojr,1,0,0,,,0,TRUE,TRUE,15,2.77258872223978,0,FALSE,21,2.1538,0.5385,49067.235,49067.235,2.06944898535891,7.92045762711864,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,35,7,4,37,270,1553,0,0,2,,atl,0,smitho,0,0,0,4,,0,TRUE,FALSE,17,2.89037175789616,0,FALSE,21,2.3571,0.5714,68966.6355,68966.6355,2.40988032909305,11.1326288135593,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,37,7,3,39,431,2019,0,0,2,,ind,0,taberap,1,0,0,3,,0,FALSE,TRUE,19,2.99573227355399,0,FALSE,20,2.9167,0.5,103197.07755,103197.07755,2.86168818342086,17.4910300932203,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,39,5,3,41,330,2172,0,,2,0.625,pac,0,holtjr,0,0,0,2,,1,FALSE,FALSE,21,3.09104245335832,0,FALSE,22,2.9375,0.625,98953.3125,98953.3125,2.72438561727554,15.2470435285054,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,41,6,4,43,182,2250,22500,0,2,0.625,ind,0,shockleyw,0,0,0,3,,0,FALSE,FALSE,23,3.17805383034795,0,FALSE,22,1.8529,0.9444,81497.6757,102746.6757,2.7620039688523,15.8315370878274,,FALSE,4,0.693147180559945
newbedford,418,ma,geohowland,geohowland,geohowland,18,19,0,java,295,18,43,6,4,45,60,2240,25000,,2,0.625,ind,0,shockleyw,1,0,0,2,,0,FALSE,TRUE,25,3.25809653802148,0,FALSE,22,2.6667,1.0303,75600.063,101357.563,2.74839196199285,15.6174981510015,,FALSE,4,0.693147180559945
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,bramin,245,16,32,4,2,34,0,2000,0,,5,,atl,0,stewarthn,0,0,0,,,0,TRUE,FALSE,16,2.83321334405622,0,FALSE,22,2.6363,0.7636,63000,63000,2.45858934147063,11.6883116883117,,FALSE,25,1.6094379124341
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,bramin,245,16,36,3,9,39,1443,0,0,,5,,pac,0,russellab,0,0,0,,,1,FALSE,FALSE,20,3.04452243772342,0,FALSE,42,2.9167,0.5,132577.14015,132577.14015,2.5559921159849,12.8840758163265,,TRUE,25,1.6094379124341
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,bramin,245,16,40,4,8,41,542,122,0,1,3,,atl,0,allenjh,0,0,0,7,,0,TRUE,FALSE,24,3.2188758248682,0,FALSE,16,2.9375,0.625,53994.9375,53994.9375,2.6227986383671,13.77421875,,TRUE,9,1.09861228866811
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,bramin,245,16,41,12,8,45,200,800,3650,,3,,pac,0,taberwl,0,1,0,4,,1,FALSE,FALSE,25,3.25809653802148,1,FALSE,44,2.6667,1.0303,42000.21,45760.805,1.44573537321917,4.24497263450835,,FALSE,9,1.09861228866811
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,coral,370,19,32,5,5,35,2450,0,0,0,8,,pac,0,whittonwjr,0,0,0,,,1,FALSE,FALSE,13,2.63905732961526,0,FALSE,36,2.1538,0.5385,166219.515,166219.515,2.52404262918862,12.4789425675676,,TRUE,64,2.07944154167984
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,coral,370,19,35,8,11,38,2400,14,0,0,7,,pac,0,shearmanhj,0,0,0,3,,1,FALSE,FALSE,16,2.83321334405622,0,FALSE,39,2.6875,0.625,203616,203616,2.6469264942646,14.1106029106029,,TRUE,49,1.94591014905531
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,coral,370,19,39,6,9,42,3118,0,0,0,7,,pac,0,shearmanjh,0,0,0,7,,1,FALSE,FALSE,20,3.04452243772342,0,FALSE,39,2.1471,0.6765,210881.7207,210881.7207,2.68198803811192,14.6141178586279,,TRUE,49,1.94591014905531
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,coral,370,19,42,11,3,46,1900,1000,11000,1,9,,pac,0,seaburyhw,0,0,0,2,,1,FALSE,FALSE,23,3.17805383034795,0,FALSE,40,2.6037,1.0074,187331.445,198412.845,2.59572275492852,13.4062733108108,,TRUE,81,2.19722457733622
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,coral,370,19,46,11,6,50,3350,0,0,1,9,,pac,0,seaburyhw,1,0,0,8,,1,FALSE,TRUE,27,3.3322045101752,0,FALSE,43,2.4582,0.6599,259401.555,259401.555,2.79142942411761,16.3043089252043,,TRUE,81,2.19722457733622
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,frances,367,24,33,6,8,36,643,1443,0,1,13,,atl,0,briggsj,5,0,0,,,0,TRUE,TRUE,9,2.30258509299405,0,FALSE,38,2.0227,0.5682,86423.27715,86423.27715,1.82406432218477,6.19699391581816,,FALSE,169,2.56494935746154
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,frances,367,24,36,12,6,40,1071,409,0,1,13,,pac,0,briggsj,6,0,0,4,,1,FALSE,TRUE,12,2.56494935746154,0,FALSE,42,3.3333,0.6333,125337.37545,125337.37545,2.09573291777678,8.13139843324251,,TRUE,169,2.56494935746154
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,frances,367,24,40,7,2,45,300,1200,28036,1,9,,pac,0,husseywa,2,0,0,1,,1,FALSE,TRUE,16,2.83321334405622,0,FALSE,55,2.6667,1.0303,63000.315,91885.8058,1.51560681046175,4.55218260094129,,FALSE,81,2.19722457733622
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,frances,368,24,45,8,,,,,,,8,,np,1,taberrjr,0,0,0,6,,1,FALSE,FALSE,21,3.09104245335832,0,FALSE,,0,0,,,,,,,64,2.07944154167984
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,milwood,253,6,38,5,3,40,86,1324,0,0,9,,atl,0,spoonerj,13,0,0,,,0,TRUE,TRUE,32,3.49650756146648,0,FALSE,22,3.3333,0.6333,50735.9097,50735.9097,2.20995727488938,9.11532693136903,,FALSE,81,2.19722457733622
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,milwood,253,6,40,5,5,42,274,1500,0,0,9,,atl,0,churchcp,0,0,0,2,,0,TRUE,FALSE,34,3.55534806148941,0,FALSE,24,2.1471,0.6765,65781.6201,65781.6201,2.38265242943088,10.8336001482213,,FALSE,81,2.19722457733622
newbedford,418,ma,gidallen,gidallen,gidallen,30,1,0,milwood,253,6,42,6,6,44,150,1650,12000,0,9,,ind,0,luceac,0,0,0,1,,0,FALSE,FALSE,36,3.61091791264422,0,FALSE,24,2.4472,1.0922,63538.02,76644.42,2.53548876414012,12.6225988142293,,FALSE,81,2.19722457733622
newbedford,418,ma,grthornton,grthornton,grthornton,35,0,0,ceres,373,11,35,5,4,37,341,2178,0,0,9,,ind,0,barkerjs,1,0,0,,,0,FALSE,TRUE,24,3.2188758248682,0,FALSE,23,2.3571,0.5714,93925.78965,93925.78965,2.39318764207368,10.9483377608113,,FALSE,81,2.19722457733622
newbedford,418,ma,grthornton,grthornton,grthornton,35,0,0,ceres,373,11,37,10,,,,,,,11,,ind,1,tobeyg,4,0,0,6,,0,FALSE,TRUE,26,3.29583686600433,0,FALSE,,0,0,,,,,,,121,2.39789527279837
newbedford,418,ma,grthornton,grthornton,grthornton,35,0,0,messenger,277,5,37,5,3,39,500,1527,0,0,8,,atl,0,kendrickl,0,1,0,,,0,TRUE,FALSE,32,3.49650756146648,1,FALSE,22,2.9167,0.5,94038.525,94038.525,2.73639985817037,15.4313299967181,,FALSE,64,2.07944154167984
newbedford,418,ma,htaber,htaber,htaber,34,1,0,goodreturn,376,27,36,5,4,38,367,2168,0,0,8,,atl,0,howlandw,5,0,0,,,0,TRUE,TRUE,9,2.30258509299405,0,FALSE,23,2.6875,0.625,99360.84375,99360.84375,2.44143002966003,11.4894592680389,,FALSE,64,2.07944154167984
newbedford,418,ma,htaber,htaber,htaber,34,1,0,goodreturn,376,27,39,5,8,41,215,3130,0,,8,,pac,0,taberjs,0,0,0,,,1,FALSE,FALSE,12,2.56494935746154,0,FALSE,27,2.9375,0.625,118489.21875,118489.21875,2.45715124501142,11.6715148492908,,FALSE,64,2.07944154167984
newbedford,418,ma,htaber,htaber,htaber,34,1,0,goodreturn,376,27,41,10,5,44,100,3000,0,1,7,,pac,0,taberjs,1,0,0,2,,1,FALSE,TRUE,14,2.70805020110221,0,FALSE,31,2.4472,1.0922,102208.68,102208.68,2.17119553677707,8.76876115305422,,FALSE,49,1.94591014905531
newbedford,418,ma,htaber,htaber,htaber,34,1,0,goodreturn,376,27,44,7,10,47,150,2850,27000,1,9,,np,0,swiftjjr,2,0,0,2,,1,FALSE,TRUE,17,2.89037175789616,0,FALSE,39,2.7986,0.8611,102998.385,126248.085,2.15285338918619,8.6093893207856,,FALSE,81,2.19722457733622
newbedford,418,ma,ihbartlett,ihbartlett,ihbartlett,33,0,0,cantonpacket,274,36,41,12,2,45,2100,0,0,1,14,,pac,0,shearmanh,4,0,0,,,1,FALSE,TRUE,5,1.79175946922806,0,FALSE,38,2.6667,1.0303,176402.205,176402.205,2.82980765636225,16.9422017864003,,TRUE,196,2.63905732961526
newbedford,418,ma,ihbartlett,ihbartlett,ihbartlett,33,0,0,cantonpacket,274,36,45,10,10,49,1747,87,500,1,14,,pac,1,shearmanh,5,0,0,8,,1,FALSE,TRUE,9,2.30258509299405,0,FALSE,48,2.7287,0.5842,152902.22535,153194.32535,2.4551333775103,11.6479870247871,,TRUE,196,2.63905732961526
newbedford,418,ma,ihbartlett,ihbartlett,ihbartlett,33,0,0,cora,220,25,33,9,2,37,1720,0,0,0,3,,pac,0,hinckleyem,0,0,0,,,1,FALSE,FALSE,8,2.19722457733622,0,FALSE,41,2.3571,0.5714,127707.678,127707.678,2.65029955245017,14.1582791574279,,TRUE,9,1.09861228866811
newbedford,418,ma,ihbartlett,ihbartlett,ihbartlett,33,0,0,cora,220,25,37,5,3,39,251,1036,6400,1,9,,atl,0,shearmanh,2,0,0,3,,0,TRUE,TRUE,12,2.56494935746154,0,FALSE,22,2.9167,0.5,55694.88855,58894.88855,2.49883958432962,12.1683654028926,,FALSE,81,2.19722457733622
newbedford,418,ma,ihbartlett,ihbartlett,ihbartlett,33,0,0,cora,220,25,39,5,5,41,351,1514,0,1,9,,pac,0,shearmanh,3,0,0,2,,1,FALSE,TRUE,14,2.70805020110221,0,FALSE,24,2.9375,0.625,80169.46875,80169.46875,2.72021665577114,15.1836115056818,,FALSE,81,2.19722457733622
