town,town_n,state,agent,id_fe,id_cluster,first,n,corp,boat,tons,blt,dyear,dep_mo,arr_mo,ayear,sp,wh,bn,capown,owners,agt_shr,grounds,lost,cap,capexp,capleft,capdied,idle,crew,pacific,atlantic,dcapexp,vesselage,logvesselage,prob,ny,voyagelength,sp_relprice,bn_relprice,output_nb,output_wb,lprod_wb,prod_wb,crewtons,spvoy,ownrs2,logowners
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,anne,222,7,33,7,12,36,800,0,0,,3,,pac,0,swainb,3,0,0,,,1,FALSE,TRUE,26,3.29583686600433,0,FALSE,41,2.0227,0.5682,50972.04,50972.04,1.72278307749984,5.60009228740936,,TRUE,9,1.09861228866811
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,anne,222,7,37,12,6,40,1300,0,0,,3,,pac,0,richmondg,0,0,0,12,,1,FALSE,FALSE,30,3.43398720448515,0,FALSE,30,3.3333,0.6333,136498.635,136498.635,3.02019513002272,20.4952905405405,,TRUE,9,1.09861228866811
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,corinthian,503,22,32,12,6,36,1200,0,0,1,24,,pac,0,grinnells,3,0,0,,,1,FALSE,TRUE,10,2.39789527279837,0,FALSE,42,2.0227,0.5682,76458.06,76458.06,1.28623784580148,3.61914512922465,,TRUE,576,3.17805383034795
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,corinthian,503,22,37,1,3,39,300,3000,0,0,24,,pac,0,gardnerba,2,0,0,7,,1,FALSE,TRUE,15,2.77258872223978,0,FALSE,26,2.9167,0.5,122062.815,122062.815,2.23360436013965,9.33344662792476,,FALSE,576,3.17805383034795
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,corinthian,503,22,39,9,5,42,300,2400,22000,1,24,,ind,0,heathnb,0,0,0,6,,0,FALSE,FALSE,17,2.89037175789616,0,FALSE,32,2.1471,0.6765,95890.095,110773.095,1.92891312599937,6.88202627982107,,FALSE,576,3.17805383034795
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,corinthian,503,22,42,11,4,46,700,2000,6000,,24,,pac,0,easterbrooksgt,0,0,0,6,,1,FALSE,FALSE,20,3.04452243772342,0,FALSE,41,2.6037,1.0074,120411.585,126455.985,1.81348734513484,6.13179387092082,,FALSE,576,3.17805383034795
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,ganges,380,11,32,3,7,35,2700,0,0,0,2,,pac,0,clarktm,0,0,0,,,1,FALSE,FALSE,21,3.09104245335832,0,FALSE,40,2.1538,0.5385,183180.69,183180.69,2.48917761490228,12.0513611842105,,TRUE,4,0.693147180559945
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,ganges,380,11,36,2,10,39,750,1750,0,0,2,,pac,0,harriswp,0,0,1,7,,1,FALSE,FALSE,25,3.25809653802148,1,FALSE,44,2.9167,0.5,124032.0375,124032.0375,2.00393429151298,7.41818406100479,,FALSE,4,0.693147180559945
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,general jackson,329,,32,6,10,35,1400,0,0,0,2,,pac,0,smithr,0,0,0,,,1,FALSE,FALSE,,,0,FALSE,40,2.1538,0.5385,94982.58,94982.58,1.97651158046827,7.21752127659574,,TRUE,4,0.693147180559945
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,general jackson,329,,36,7,1,39,2000,0,0,0,2,,pac,0,crockersr,0,0,0,9,,1,FALSE,FALSE,,,0,FALSE,30,2.9167,0.5,183752.1,183752.1,2.92408771315368,18.6172340425532,,TRUE,4,0.693147180559945
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,govfenner,375,27,34,8,3,38,1350,300,0,0,47,,pac,0,swaina,1,0,0,,,1,FALSE,TRUE,7,2.07944154167984,0,FALSE,43,2.6875,0.625,123735.9375,123735.9375,2.03777889594623,7.67354651162791,,TRUE,2209,3.85014760171006
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,leonidas,353,23,33,11,9,37,1400,0,0,0,25,,pac,0,clevelandh,1,0,0,,,1,FALSE,TRUE,10,2.39789527279837,0,FALSE,46,2.3571,0.5714,103948.11,103948.11,1.85653765788029,6.40153405591822,,TRUE,625,3.2188758248682
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,metacom,359,36,37,12,5,41,1700,100,0,1,27,,pac,0,grinnellj,4,0,0,,,1,FALSE,TRUE,1,0.693147180559945,0,FALSE,41,2.9375,0.625,160453.125,160453.125,2.38886266762817,10.9010887288539,,TRUE,729,3.29583686600433
bristol,5,ri,dewolf,dewolf,dewolf,32,0,0,saralee,235,19,35,2,4,37,1700,0,0,0,5,,ind,0,weeksw,0,0,0,,,0,FALSE,FALSE,16,2.83321334405622,0,FALSE,26,2.3571,0.5714,126222.705,126222.705,3.028121073578,20.6583805237316,,TRUE,25,1.6094379124341
bristol,5,ri,homer,homer,homer,32,0,0,cantonpacket,312,15,32,11,12,35,1600,0,0,1,19,,pac,0,bradfordbw,0,0,0,,,1,FALSE,FALSE,17,2.89037175789616,0,FALSE,37,2.1538,0.5385,108551.52,108551.52,2.2410590775184,9.40328482328482,,TRUE,361,2.94443897916644
bristol,5,ri,homer,homer,homer,32,0,0,cantonpacket,312,15,36,6,4,38,300,1200,0,,19,,atl,0,downscc,0,0,0,6,,0,TRUE,FALSE,21,3.09104245335832,0,FALSE,22,2.6875,0.625,63196.875,63196.875,2.21996449154212,9.20700393356643,,FALSE,361,2.94443897916644
bristol,5,ri,homer,homer,homer,32,0,0,fama,362,19,33,12,3,36,450,1450,0,0,9,,ind,0,littlefieldg,1,0,0,,,0,FALSE,TRUE,14,2.70805020110221,0,FALSE,27,2.0227,0.5682,74346.7725,74346.7725,2.02901446356655,7.60658609576427,,FALSE,81,2.19722457733622
bristol,5,ri,homer,homer,homer,32,0,0,fama,362,19,36,7,4,38,120,2680,0,,9,,atl,0,littlefieldg,2,0,0,4,,0,TRUE,TRUE,17,2.89037175789616,0,FALSE,21,2.6875,0.625,94578.75,94578.75,2.52102145023653,12.4412983425414,,FALSE,81,2.19722457733622
bristol,5,ri,homer,homer,homer,32,0,0,golcondax,359,25,35,12,3,38,200,1400,0,1,26,,ind,0,chasetl,0,0,0,,,0,FALSE,FALSE,10,2.39789527279837,0,FALSE,27,2.6875,0.625,61031.25,61031.25,1.83998205256648,6.2964252553389,,FALSE,676,3.25809653802148
bristol,5,ri,taylor,taylor,taylor,27,6,0,bowditch,398,23,32,8,11,35,2600,0,0,1,34,,pac,0,gardnerba,1,0,0,,,1,FALSE,TRUE,9,2.30258509299405,0,FALSE,39,2.1538,0.5385,176396.22,176396.22,2.43047434233972,11.3642713567839,,TRUE,1156,3.52636052461616
bristol,5,ri,taylor,taylor,taylor,27,6,0,bowditch,398,23,36,7,1,38,300,2400,0,1,34,,pac,0,ramsdelljs,2,0,0,8,,1,FALSE,TRUE,13,2.63905732961526,0,FALSE,18,2.6875,0.625,100996.875,100996.875,2.64602109157006,14.0978329145729,,FALSE,1156,3.52636052461616
bristol,5,ri,taylor,taylor,taylor,27,6,0,essex,200,20,32,6,3,33,0,900,0,,38,,atl,0,wilcoxa,2,0,0,,,0,TRUE,TRUE,12,2.56494935746154,0,FALSE,9,3.2692,0.5,28350,28350,2.75684036527164,15.75,,FALSE,1444,3.63758615972639
bristol,5,ri,taylor,taylor,taylor,27,6,0,essex,200,20,34,1,1,37,500,0,0,,38,,pac,0,colemanjw,1,0,0,10,,1,FALSE,TRUE,14,2.70805020110221,0,FALSE,36,2.3571,0.5714,37124.325,37124.325,1.64019138911738,5.15615625,,TRUE,1444,3.63758615972639
bristol,5,ri,taylor,taylor,taylor,27,6,0,essex,200,20,42,2,,,,,,,,,pac,1,devollob,1,0,0,,,1,FALSE,TRUE,22,3.13549421592915,0,FALSE,,0,0,,,,,,,,
bristol,5,ri,taylor,taylor,taylor,27,6,0,leonidas,353,23,43,6,4,46,170,4100,22000,0,7,,pac,0,waldronn,3,0,0,,,1,FALSE,TRUE,20,3.04452243772342,0,FALSE,34,2.6037,1.0074,143092.8135,165255.6135,2.62242014533033,13.7690062906182,,FALSE,49,1.94591014905531
coldspring,0,ny,cswco,jones,cswco,37,2,1,monmouth,255,36,41,7,6,42,0,1850,14000,,50,0.0317073166370392,atl,0,hedgeswh,1,0,0,,,0,TRUE,TRUE,5,1.79175946922806,0,TRUE,11,2.1471,0.6765,58275,67746,3.18436187845178,24.151871657754,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,monmouth,255,36,42,8,7,43,75,1550,12400,,50,0.0317073166370392,atl,0,hedgeshb,1,0,0,2,,0,TRUE,TRUE,6,1.94591014905531,0,TRUE,11,1.8529,0.9444,53202.47625,64913.03625,3.14164493128239,23.1419024064171,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,monmouth,255,36,43,10,1,46,150,2000,5000,,50,0.0317073166370392,ind,0,hedgeshb,2,1,0,3,,0,FALSE,TRUE,7,2.07944154167984,1,TRUE,27,2.6037,1.0074,75302.4825,80339.4825,2.45691605535561,11.6687701525054,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,monmouth,255,36,46,3,8,50,300,1600,2432,,50,0.0317073166370392,pac,0,halseye,0,0,0,2,,1,FALSE,FALSE,10,2.39789527279837,0,TRUE,53,2.4582,0.6599,73629.99,75234.8668,1.71681459802828,5.56676779874214,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,tuscarora,379,19,41,7,6,43,75,1770,11000,,50,0.0317073166370392,ind,0,whiteeh,0,0,0,,,0,FALSE,FALSE,22,3.13549421592915,0,TRUE,23,1.8529,0.9444,60132.47625,70520.87625,2.09063364097607,8.09003972123437,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,tuscarora,379,19,43,9,5,45,0,2400,23000,,50,0.0317073166370392,np,0,whiteeh,1,0,0,3,,1,FALSE,TRUE,24,3.2188758248682,0,TRUE,20,2.6667,1.0303,75600,99296.9,2.57260115237983,13.0998548812665,,FALSE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,tuscarora,379,19,45,8,3,48,300,150,1000,,50,0.0317073166370392,np,0,doanee,2,0,0,3,,1,FALSE,TRUE,26,3.29583686600433,0,TRUE,31,3.0303,0.7575,33361.335,34118.835,1.06608144725816,2.90397778534343,,TRUE,2500,3.91202300542815
coldspring,0,ny,cswco,jones,cswco,37,2,1,tuscarora,379,19,48,8,3,51,0,2000,0,,50,0.0317073166370392,pac,1,leeksc,1,0,0,5,,1,FALSE,TRUE,29,3.40119738166216,0,TRUE,31,2.8083,0.7599,63000,63000,1.6793665958061,5.3621584815729,,FALSE,2500,3.91202300542815
coldspring,0,ny,jones,jones,jones,37,0,0,alice,281,30,44,9,6,46,150,2000,19000,,14,,np,0,smithfh,0,0,0,,,1,FALSE,FALSE,14,2.70805020110221,0,TRUE,21,2.6037,1.0074,75302.4825,94443.0825,2.7728755233809,16.0045894763599,,FALSE,196,2.63905732961526
coldspring,0,ny,jones,jones,jones,37,0,0,alice,281,30,46,9,4,49,0,1900,15000,,14,,pac,0,wooleyj,0,0,0,3,,1,FALSE,FALSE,16,2.83321334405622,0,TRUE,31,2.7287,0.5842,59850,68613,2.06389542631458,7.87659281368385,,FALSE,196,2.63905732961526
coldspring,0,ny,jones,jones,jones,37,0,0,alice,281,30,49,9,3,51,0,2800,46214,,14,,np,0,smithrp,0,0,0,5,,1,FALSE,FALSE,19,2.99573227355399,0,TRUE,18,2.8083,0.7599,88200,123318.0186,3.19379538749871,24.3807865954923,,FALSE,196,2.63905732961526
coldspring,0,ny,jones,jones,jones,37,0,0,huntsville,523,31,44,10,6,47,200,2900,31000,0,16,,np,0,howegt,2,0,0,,,1,FALSE,TRUE,13,2.63905732961526,0,TRUE,32,2.7986,0.8611,108981.18,135675.28,2.09270229582012,8.10679254302103,,FALSE,256,2.77258872223978
coldspring,0,ny,jones,jones,jones,37,0,0,huntsville,523,31,47,9,4,49,0,4200,50000,,16,,pac,0,smithfh,1,0,0,3,,1,FALSE,TRUE,16,2.83321334405622,0,TRUE,19,2.7287,0.5842,132300,161510,2.7883018960012,16.253396397303,,FALSE,256,2.77258872223978
coldspring,0,ny,jones,jones,jones,37,0,0,huntsville,523,31,49,10,3,51,0,3350,45000,0,16,,np,0,smithfh,2,0,0,6,,1,FALSE,TRUE,18,2.94443897916644,0,TRUE,17,2.8083,0.7599,105525,139720.5,2.75460446937897,15.7148239793049,,FALSE,256,2.77258872223978
coldspring,0,ny,jones,jones,jones,37,0,0,nptalmage,370,36,43,6,2,45,200,2500,22000,1,10,,pac,0,hedgeswh,2,0,0,,,1,FALSE,TRUE,7,2.07944154167984,0,TRUE,20,2.6667,1.0303,95550.21,118216.81,2.77104031123212,15.9752445945946,,FALSE,100,2.30258509299405
coldspring,0,ny,jones,jones,jones,37,0,0,nptalmage,370,36,45,6,5,48,45,1775,0,,10,,np,0,mulfordj,0,0,0,4,,1,FALSE,FALSE,9,2.30258509299405,0,TRUE,35,3.0303,0.7575,60207.95025,60207.95025,1.53670861940304,4.64926256756757,,FALSE,100,2.30258509299405
coldspring,0,ny,jones,jones,jones,37,0,0,nptalmage,370,36,48,9,3,51,0,2700,0,,10,,np,0,mulfordj,1,0,0,4,,1,FALSE,TRUE,12,2.56494935746154,0,TRUE,30,2.8083,0.7599,85050,85050,2.03629421052358,7.66216216216216,,FALSE,100,2.30258509299405
coldspring,0,ny,jones,jones,jones,37,0,0,richmond,437,25,43,12,3,46,100,3800,12000,0,10,,np,0,ludlowj,1,0,0,,,1,FALSE,TRUE,18,2.94443897916644,0,TRUE,27,2.6037,1.0074,127901.655,139990.455,2.47355945959583,11.8646033562166,,FALSE,100,2.30258509299405
coldspring,0,ny,jones,jones,jones,37,0,0,richmond,437,25,46,7,,,,,,0,10,,np,1,wintersp,1,0,0,4,,1,FALSE,TRUE,21,3.09104245335832,0,TRUE,,0,0,,,,,,,100,2.30258509299405
coldspring,0,ny,jones,jones,jones,37,0,0,splendid,473,32,44,6,4,48,0,2400,24016,0,17,,np,0,fordhamhb,1,0,0,,,1,FALSE,TRUE,12,2.56494935746154,0,TRUE,46,3.0303,0.7575,75600,93792.12,1.46109933795559,4.31069583601434,,FALSE,289,2.83321334405622
coldspring,0,ny,jones,jones,jones,37,0,0,splendid,473,32,48,10,3,51,0,3400,38000,0,17,,np,0,piersonsb,1,0,0,6,,1,FALSE,TRUE,16,2.83321334405622,0,TRUE,29,2.8083,0.7599,107100,135976.2,2.2938439309255,9.91296930815776,,FALSE,289,2.83321334405622
coldspring,0,ny,jones,jones,jones,37,0,0,tuscarora,379,19,37,9,4,39,120,1280,0,1,32,,atl,0,dennisonw,0,1,0,,,0,TRUE,FALSE,18,2.94443897916644,1,TRUE,19,2.9167,0.5,51345.126,51345.126,1.96435010936825,7.13027718372448,,FALSE,1024,3.46573590279973
coldspring,0,ny,jones,jones,jones,37,0,0,tuscarora,379,19,39,7,5,41,0,2400,0,,32,,atl,0,halseye,1,0,0,3,,0,TRUE,TRUE,20,3.04452243772342,0,TRUE,22,2.9375,0.625,75600,75600,2.20463290372688,9.0669225233869,,FALSE,1024,3.46573590279973
dorchester,0,ma,cwhitmore,cwhitmore,cwhitmore,33,0,0,ccaroll,386,28,33,10,8,37,2000,0,0,0,14,,pac,0,weeksr,4,0,0,,,1,FALSE,TRUE,5,1.79175946922806,0,FALSE,46,2.3571,0.5714,148497.3,148497.3,2.12384328928749,8.36321806713224,,TRUE,196,2.63905732961526
dorchester,0,ma,cwhitmore,cwhitmore,cwhitmore,33,0,0,lewis,242,28,37,7,9,39,200,1600,0,0,8,,pac,0,cunningham,,0,0,,,1,FALSE,,9,2.30258509299405,0,FALSE,26,2.9167,0.5,68775.21,68775.21,2.39156437504506,10.9305801017165,,FALSE,64,2.07944154167984
dorchester,0,ma,dorwhco,dorwhco,dorwhco,34,0,1,herald,241,22,37,11,5,41,1800,0,0,,,,pac,0,reynolds,0,0,0,8,,1,FALSE,FALSE,15,2.77258872223978,0,FALSE,42,2.9375,0.625,166556.25,166556.25,2.8006218174121,16.4548755186722,,TRUE,,
dorchester,0,ma,jstickney,jstickney,jstickney,34,0,0,courier,293,23,34,6,3,36,500,1250,0,0,4,,atl,0,lucew,1,0,0,,,0,TRUE,TRUE,11,2.484906649788,0,FALSE,21,2.0227,0.5682,71232.525,71232.525,2.44900975815058,11.5768771331058,,FALSE,16,1.38629436111989
dorchester,0,ma,jstickney,jstickney,jstickney,34,0,0,courier,293,23,36,6,4,38,150,1850,0,0,4,,ind,0,crapobj,3,0,0,3,,0,FALSE,TRUE,13,2.63905732961526,0,FALSE,22,2.6875,0.625,70973.4375,70973.4375,2.39884590392952,11.0104619143655,,FALSE,16,1.38629436111989
dorchester,0,ma,jstickney,jstickney,jstickney,34,0,0,herald,241,22,34,9,3,37,1200,450,0,0,10,,ind,0,lincolnjc,2,0,0,,,0,FALSE,TRUE,12,2.56494935746154,0,FALSE,30,2.3571,0.5714,103273.38,103273.38,2.65914061071461,14.2840082987552,,TRUE,100,2.30258509299405
duxbury,0,ma,dxwhco,dxwhco,dxwhco,41,0,1,s&e,206,24,41,8,4,44,200,1300,7000,1,42,,ind,0,coffiner,0,0,0,,,0,FALSE,FALSE,17,2.89037175789616,0,FALSE,32,2.4472,1.0922,56367.36,64012.76,2.27322564587995,9.71067354368932,,FALSE,1764,3.73766961828337
fairhaven,63,ma,aswift,aswift,aswift,43,0,0,baltic,409,22,43,12,,,,,,1,7,,pac,1,butlerc,6,0,0,,,1,FALSE,TRUE,21,3.09104245335832,0,FALSE,,0,0,,,,,,,49,1.94591014905531
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,cadmus,319,16,31,5,4,34,2313,0,0,,5,,pac,0,taberfc,0,0,0,,,1,FALSE,FALSE,15,2.77258872223978,0,FALSE,35,2.6363,0.7636,192079.49985,192079.49985,2.84512546275451,17.2037169592476,,TRUE,25,1.6094379124341
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,cadmus,319,16,34,10,11,37,2063,0,0,,5,,pac,0,crowellw,0,0,0,6,24,1,FALSE,FALSE,18,2.94443897916644,0,FALSE,37,2.3571,0.5714,153174.96495,153174.96495,2.56322709334152,12.977629835635,0.0752351097178683,TRUE,25,1.6094379124341
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,cadmus,319,16,38,6,3,41,2002,0,0,,5,,pac,0,mahewel,0,0,0,7,22,1,FALSE,FALSE,22,3.13549421592915,0,FALSE,33,2.9375,0.625,185247.5625,185247.5625,2.86774972092571,17.5973746081505,0.0689655172413793,TRUE,25,1.6094379124341
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,cadmus,319,16,41,11,,,,,0,,5,,pac,1,mahewel,1,0,0,8,24,1,FALSE,TRUE,25,3.25809653802148,0,FALSE,,0,0,,,,,0.0752351097178683,,25,1.6094379124341
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,eadams,402,35,35,11,7,38,3230,0,0,1,10,,pac,0,morsejo,2,0,0,,,1,FALSE,TRUE,0,0,0,FALSE,32,2.6875,0.625,273439.6875,273439.6875,3.05664836408332,21.2561946128731,,TRUE,100,2.30258509299405
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,eadams,402,35,38,10,1,42,2771,0,0,,10,,pac,0,holleyw,0,0,0,3,,1,FALSE,FALSE,3,1.38629436111989,0,FALSE,39,2.1471,0.6765,187412.84415,187412.84415,2.48105545037642,11.9538744833525,,TRUE,100,2.30258509299405
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,eadams,402,35,42,7,12,45,2100,200,0,,10,,pac,0,holleyw,1,0,0,6,34,1,FALSE,TRUE,7,2.07944154167984,0,FALSE,41,2.6667,1.0303,182702.205,182702.205,2.40558865593546,11.0849535857299,0.0845771144278607,TRUE,100,2.30258509299405
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,jasper,359,18,34,5,7,35,350,1800,21000,0,6,,ind,0,gifforde,1,0,0,,,0,FALSE,TRUE,16,2.83321334405622,0,FALSE,14,2.1538,0.5385,80445.645,91754.145,2.90448822390454,18.2558983286908,,FALSE,36,1.79175946922806
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,jasper,359,18,35,9,6,37,232,1755,0,0,7,,pac,0,raymonds,0,0,0,2,,1,FALSE,FALSE,17,2.89037175789616,0,FALSE,21,2.3571,0.5714,72508.1868,72508.1868,2.26360992963524,9.61774596100278,,FALSE,49,1.94591014905531
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,jasper,359,18,37,10,7,39,740,1890,0,,7,,pac,0,adamsbs,4,0,0,4,,1,FALSE,TRUE,19,2.99573227355399,0,FALSE,21,2.9167,0.5,127523.277,127523.277,2.82820936541189,16.9151448467967,,FALSE,49,1.94591014905531
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,jasper,359,18,39,9,,,,,,1,6,,pac,1,adamsbs,5,0,0,2,,1,FALSE,TRUE,21,3.09104245335832,0,FALSE,,0,0,,,,,,,36,1.79175946922806
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,java,291,18,32,6,4,33,350,1550,0,1,8,,atl,0,ritchiew,1,0,0,,,0,TRUE,TRUE,14,2.70805020110221,0,FALSE,10,3.2692,0.5,84867.93,84867.93,3.37294320225684,29.1642371134021,,FALSE,64,2.07944154167984
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,java,291,18,33,6,3,35,130,1300,0,1,9,,atl,0,ritchiew,2,0,0,2,,0,TRUE,TRUE,15,2.77258872223978,0,FALSE,21,2.1538,0.5385,49769.811,49769.811,2.09731816948212,8.14429896907217,,FALSE,81,2.19722457733622
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,java,291,18,35,10,2,38,1165,778,0,0,6,,pac,0,kelleyr,0,0,0,7,,1,FALSE,FALSE,17,2.89037175789616,0,FALSE,28,2.6875,0.625,123131.53125,123131.53125,2.7154806454061,15.1118717783505,,TRUE,36,1.79175946922806
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,java,291,18,38,5,5,41,590,800,0,0,9,,pac,0,crowellw,1,1,0,3,24,1,FALSE,TRUE,20,3.04452243772342,1,FALSE,36,2.9375,0.625,79793.4375,79793.4375,2.03035433758656,7.61678479381443,0.0824742268041237,FALSE,81,2.19722457733622
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,java,291,18,41,8,5,45,2100,0,0,,9,,pac,0,lanes,0,0,0,3,23,1,FALSE,FALSE,23,3.17805383034795,0,FALSE,45,2.6667,1.0303,176402.205,176402.205,2.60053616553489,13.4709587628866,0.0790378006872852,TRUE,81,2.19722457733622
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,marthasec,300,18,36,9,4,38,656,586,0,0,9,,atl,0,bordend,2,0,0,,,0,TRUE,TRUE,18,2.94443897916644,0,FALSE,19,2.6875,0.625,73993.5,73993.5,2.56351107666786,12.9813157894737,,TRUE,81,2.19722457733622
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,marthasec,300,18,38,6,6,40,670,1555,0,1,10,,ind,0,kelleyr,0,0,0,2,,0,FALSE,FALSE,20,3.04452243772342,0,FALSE,24,3.3333,0.6333,119331.7965,119331.7965,2.80782679313603,16.573860625,,FALSE,100,2.30258509299405
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,marthasec,300,18,40,8,3,44,1050,1250,12000,1,9,,pac,0,hammondt,0,0,0,2,,1,FALSE,FALSE,22,3.13549421592915,0,FALSE,43,2.4472,1.0922,120316.14,133422.54,2.33629377335807,10.3428325581395,,FALSE,81,2.19722457733622
fairhaven,63,ma,atkinsadams,atkinsadams,atkinsadams,28,4,0,marthasec,300,18,44,8,11,47,1100,800,7000,0,6,,ind,0,stewarthn,5,0,0,5,,0,FALSE,TRUE,26,3.29583686600433,0,FALSE,39,2.7986,0.8611,122171.49,128199.19,2.39399638441017,10.9571957264957,,TRUE,36,1.79175946922806
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,32,6,3,33,0,1600,0,1,5,,atl,0,coggeshallje,3,0,0,,27,0,TRUE,TRUE,17,2.89037175789616,0,FALSE,9,3.2692,0.5,50400,50400,2.84362449535653,17.1779141104294,0.0828220858895705,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,33,5,4,34,125,1065,0,,5,,atl,0,coggeshallje,4,1,0,2,29,0,TRUE,TRUE,18,2.94443897916644,1,FALSE,11,2.6363,0.7636,43927.93125,43927.93125,2.5055129897314,12.2498413970998,0.0889570552147239,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,34,5,3,35,375,2119,0,1,5,,atl,0,reads,11,0,0,1,22,0,TRUE,TRUE,19,2.99573227355399,0,FALSE,10,2.1538,0.5385,92190.2625,92190.2625,3.34212731680824,28.2792216257669,0.0674846625766871,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,36,8,4,38,180,1438,0,,5,,atl,0,hathawaysk,0,0,0,,22,0,TRUE,FALSE,21,3.09104245335832,0,FALSE,20,2.6875,0.625,60535.125,60535.125,2.22834939914013,9.28452837423313,0.0674846625766871,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,38,7,2,40,600,2241,0,,5,,ind,0,smitha,0,0,0,3,22,0,FALSE,FALSE,23,3.17805383034795,0,FALSE,19,3.3333,0.6333,133590.87,133590.87,3.07120083889301,21.5677865676461,0.0674846625766871,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,albion,326,15,40,5,5,42,569,2048,18000,,5,,ind,0,smitha,1,0,0,3,,0,FALSE,TRUE,25,3.25809653802148,0,FALSE,24,2.1471,0.6765,102995.54685,115172.54685,2.68923547853552,14.7204175421779,,FALSE,25,1.6094379124341
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,amazon,318,15,32,7,3,33,200,2100,0,0,3,,atl,0,coxa,3,0,0,,31,0,TRUE,TRUE,17,2.89037175789616,0,FALSE,8,3.2692,0.5,86745.96,86745.96,3.52924620165946,34.0982547169811,0.0974842767295597,FALSE,9,1.09861228866811
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,amazon,318,15,33,6,1,37,1927,0,0,0,3,,pac,0,creaseyr,1,0,0,3,24,1,FALSE,TRUE,18,2.94443897916644,0,FALSE,43,2.3571,0.5714,143077.14855,143077.14855,2.34788776563996,10.463445118473,0.0754716981132076,TRUE,9,1.09861228866811
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,amazon,318,15,37,6,3,39,256,2245,0,,3,,atl,0,macomberja,0,0,0,5,,0,TRUE,FALSE,22,3.13549421592915,0,FALSE,21,2.9167,0.5,94237.7688,94237.7688,2.64700250237998,14.1116754716981,,FALSE,9,1.09861228866811
fairhaven,63,ma,esawin,esawin,esawin,21,11,0,arab,338,19,33,9,3,35,0,2076,0,1,7,,atl,0,coxa,4,0,0,,24,0,TRUE,TRUE,14,2.70805020110221,0,FALSE,18,2.1538,0.5385,65394,65394,2.37476813673818,10.7485207100592,0.0710059171597633,FALSE,49,1.94591014905531
